Actual,MLE Predictions,MAP Predictions
425,453.11448095908065,476.10338299806085
88,205.4673677707435,122.4479577632569
4,55.61666616376064,23.084368240350646
526,381.62324862315984,495.9338138961397
13,-21.654298694501804,8.893183081980721
32,5.760796741566679,27.76459086624559
706,343.9378209332201,631.0445213234514
26,28.476896448952004,117.40459697916799
2,121.05604878756617,27.945836966093278
21,97.57454758587905,29.24668500653378
34,34.465877477155885,9.440956580183771
89,223.23096194467152,126.13907619814692
542,366.02250616272113,513.6119828203358
9,142.39306319704056,26.363842912499603
325,209.3018281086806,327.77570781710585
336,97.05269470681245,249.06821137192938
188,3.924726745983577,205.02697720280912
479,229.8542702716961,329.2357860190639
16,206.69471006359802,77.57353038850991
852,373.91503686828753,653.668356610715
8,-29.412557753494994,-17.992527321057416
161,192.65720088232226,122.68334637282766
37,109.08966977096534,83.90957902558462
84,244.91245189223386,161.79950800514584
124,275.47671580300664,158.453506328612
144,151.8696625598414,117.24609627900698
23,135.813907374429,26.601637497885502
188,197.07397632909655,193.15699885268538
6,71.0279700632039,10.291162660475354
82,189.25434564390977,108.09870772873391
3,103.8781253801179,28.515251559490498
29,206.94203371320788,51.9653737314271
374,347.1331825545534,345.8168301565602
76,228.30220526309242,32.386538548291185
76,184.3229402238729,68.78827336148308
868,363.14885627663466,623.350092220608
8,76.24001004453771,10.635033830959618
122,226.288613991197,253.5220318800756
109,310.70635649752955,228.60032144790648
315,376.3114678907277,300.01265472366094
614,395.606774343134,649.8414252355385
142,189.40575547538043,202.5714669318505
201,331.0979529672221,193.0490788170538
3,-4.346485025830631,0.7349781054172605
649,258.1225723166351,461.1002275574285
243,357.0727989919943,300.106252812585
158,221.05742616199788,211.07000864953656
195,73.7037463189436,97.05315175165242
30,126.93826358392613,-14.87929483593281
118,98.28519212006144,84.00939896537972
310,334.9932301863224,286.4009782986676
529,318.78113810559137,434.441226519251
598,388.0915657143254,449.25263293977565
181,254.1223164213641,162.82835694889218
257,358.0066728799611,350.8354718600312
162,269.96530432548695,125.77722327859098
86,207.69525834001522,261.67931946881924
75,132.17327339361742,188.43774453568153
137,136.0708855739502,81.46721937237425
236,275.0768783639676,267.813363234316
79,132.069473059663,137.15382238031188
156,145.11266171151786,53.45426604146117
198,197.5656421502888,215.53554690746128
175,286.6880915508659,298.45820725161843
438,127.2197424884354,331.7436904400394
217,219.42304659952558,231.37894490072537
27,4.343276173140936,39.61991465942803
105,290.1860852961414,141.67884792665427
186,208.81152256411232,223.55537894765683
356,277.05920491261224,231.20002515619768
177,341.796969639744,224.20970805093856
119,164.19590577444743,189.39130082159667
49,102.12713856263568,61.45943755501559
224,165.5034249733251,239.10181549206285
162,150.11163919408406,205.2455787938159
320,160.56896260210226,200.3138914676668
122,35.59258402356808,81.65906941726873
153,334.17322321443737,213.84661493596045
271,287.63512979843415,317.90318710612416
110,373.87362662141936,166.925361977714
374,327.25057048454084,523.5113713657064
20,204.7055062277457,51.023686873641104
22,32.513274503881945,17.606933000912036
109,329.31648543347217,192.67489922702063
259,20.912427138031433,211.91702897012416
472,56.84816554486686,291.19558746861077
176,337.28163014768404,162.05463295361827
105,320.4281663834364,112.58027171684215
412,343.4230042637157,383.7010485869784
440,159.0572976580575,325.4925324065909
169,196.0189881216504,229.72862105613993
4,-58.870706182575034,8.744428091306004
104,177.01548684251097,113.82823396942736
290,274.3136405101626,346.60625831839974
84,202.64347210700046,50.64030160472009
76,133.34709956182078,149.0871380906761
177,121.32542680014325,139.92834595472883
186,271.99589395537487,213.61315632764362
4,29.7450398066955,10.621623631196023
143,222.1013586452211,233.80179057783914
57,79.44337334625695,57.44772444861834
180,86.2894122272306,145.87033873036518
615,346.7873218349498,434.420022129666
73,160.94758567272106,30.17971531203497
321,155.39585931080214,198.837614293516
15,-65.89022637899876,113.0937609092786
267,72.77933999138531,189.33342647193075
68,80.81326673189345,162.05394452738636
390,346.22131737267375,477.4183744929164
62,235.26716175403445,89.82061864109397
145,293.38667913760355,209.90484819012462
40,158.2706279659171,30.85810218792039
42,134.57620082825778,34.23483192862875
9,160.284462393994,43.59090089626616
9,148.7218415744628,41.12430183457141
50,94.967947923183,53.19049187020471
29,25.31539052087352,73.97133527528428
392,347.7741328052989,309.1623961138199
137,209.96213591359796,142.70723420649355
507,226.48864631155854,343.17770517710767
67,252.625594627315,85.37583254901945
153,260.355009699384,390.72617600364754
126,255.79101441875744,109.99452427553
65,167.8260807855474,63.51876263035289
307,311.22197317113705,462.98000725055476
11,140.94376082316026,46.67878125029713
286,158.72792275442956,279.34757247273666
865,404.5129641520939,647.2047750977015
224,190.91164736261467,221.67187245008364
174,169.28443281058637,145.24546182215997
51,138.33708945014425,39.3607053044753
106,153.34452467024656,103.56594220118745
172,187.07639250533285,193.6414057402532
397,191.5720273880859,259.6446423010241
559,295.5013330348046,473.7657894747321
124,224.3238283444069,168.1603026692777
3,161.53000962823327,33.94038852972858
8,198.50202740833967,40.39850638869039
49,223.20271995997192,-30.577479926506133
77,132.20234122447866,84.54891408055565
9,137.61434877049336,28.593260589212953
432,300.0917681635208,483.60632320167196
57,149.5386343977041,83.8163751349646
302,250.58785528800237,266.4572862800777
153,214.23583971337146,204.61799465454808
80,245.95771129237787,95.46347397045011
306,267.8826990973141,312.5644276659596
13,51.78361344441086,9.275825269952968
182,286.7446726650345,220.113909677574
66,20.038635357183807,23.791514980820473
172,143.38131470780596,116.15197844326971
333,303.4950709584816,352.18983241034374
102,245.6439155752237,119.66542089622824
75,293.459959612062,133.86314165870337
3,149.90820068517584,-20.420503413637977
393,385.1973288931315,546.115441033383
392,441.2656959861946,551.7735803774858
635,305.39404766274447,378.55669812063036
238,374.10487107477934,264.7757708394569
303,392.6433431747233,417.14435292575376
122,196.98531084976491,64.82877253915555
294,134.74461868915458,289.8766010283978
408,329.1523087186588,363.3768154943131
26,68.88221141106612,13.118835196492649
148,190.40956519624294,221.50885122495924
145,222.17774595634006,80.93644991350698
16,28.103184159587954,22.019344695530698
260,292.59945719803363,371.20401079993644
131,7.4199172246500495,53.503398618889925
83,164.0358283637526,92.15431940628001
89,202.4485120930473,71.17384665742401
22,157.98411200815323,56.58558707104275
468,324.4670920699075,468.09741196368896
460,331.4673172471995,355.43421881532777
477,161.1471112143891,334.6674757238541
17,-18.38309432546373,36.88790467316325
250,82.19230225000226,192.6189719888685
237,253.66167673028352,275.6860349174002
239,276.31633160078195,229.97986900695383
169,192.46118339178543,239.1021803746979
416,309.226417528457,304.24178840623335
449,248.2402326022452,325.70092024467465
105,72.68959796925489,114.4503373634606
187,221.3963676723107,225.71636886488753
55,49.71621802994727,160.39796205901322
72,217.04294976714633,74.45213806127565
14,69.50919307393087,27.104206376289554
51,71.28655599293845,57.44772444861834
15,-37.693916371622734,22.12946924806287
2,26.79114454121128,21.692325205848803
26,100.07697931472603,180.19908371565975
187,304.5472914461325,310.4826501665809
315,384.1424397882604,379.79823114251843
3,107.82073280783928,21.203432004123645
308,388.4108826572026,417.14435292575376
199,18.22819345718476,202.2786200342059
144,218.63609097983496,233.80179057783914
2,120.85655222795262,13.054847032569036
32,240.97467705812514,50.56734660396272
282,146.95958714760664,152.54215525830128
98,253.21429117472908,296.3693687043787
450,438.3222316732314,446.28705384233916
361,105.69582772921908,290.2005244286334
532,416.3150579338427,546.0678216680026
100,50.05394176209343,63.32183743186807
256,244.68476356944646,248.10789774026247
4,23.90680322203886,5.554768692898822
156,142.8608643363241,162.83058289995856
171,311.6142288878501,169.81395520131684
328,269.78936919404237,357.41487339427397
388,316.1802686419944,458.00052412434894
189,284.10362776365855,216.8780557656551
45,194.16037036114895,204.19755352280816
109,263.06688029530255,159.182071956651
52,12.862104862769826,14.649389799098124
8,11.418957998802227,16.6215816494161
411,204.9425753019129,262.25319412255084
757,210.22964423532167,492.64617971154973
105,281.1294902396768,112.86987623152439
86,37.093213236479784,42.14839837211793
393,224.44982866014377,298.8932660291271
16,-1.547955528023337,4.218375334470602
11,104.79936402116448,11.762825060295462
4,155.17418596192164,42.700566567325886
270,320.29028875489473,250.94108489599967
175,182.44058146233706,188.5929603077152
2,61.97613764971652,17.83575934741784
197,134.42384340912864,242.70943710606485
41,124.39386211848912,49.25713529024793
36,238.50274002958932,225.48801342129096
13,117.44018201765957,37.317722428056655
120,68.22738159949652,284.8755029000813
103,210.88341213680945,90.04469227437934
22,74.76419806641557,42.81078450272389
154,-12.286948178610274,90.31867316950337
18,63.75517394156883,64.40572989317714
3,71.83784514644921,20.98256600380006
39,40.50079158309545,46.98398369341296
142,58.93941813832626,97.52522327555077
99,87.4296351040652,105.164646705757
118,191.40766475749538,138.177422825525
8,50.22323800723467,20.51054843082767
159,411.60573370752115,223.39044488295593
31,186.98846695877157,44.0741544496657
6,129.44839349776007,20.48489014607344
10,102.4299029588775,25.145153850631775
222,150.3625531525217,210.06267429328875
164,172.47745025525373,161.63775049764203
7,167.17757462973069,22.716147769774015
29,46.1323642104698,41.8727914888883
132,214.43052695802749,179.05064911362922
366,373.1653313807624,380.1581108985755
8,-11.445942864049556,62.12168190848634
33,6.78699007118027,40.289370527707355
99,12.12003840695894,75.49225341159992
90,82.35404433776144,81.97799229806829
36,38.84538086417493,26.81339451070981
20,138.8340957799816,29.530166776126837
61,228.39693707095057,72.96043329244954
242,107.47686592356112,193.72425861078477
184,252.3647974389219,165.6671457169931
418,142.95577566349462,332.8445745612269
313,118.52921168684966,220.08800673489924
271,404.529340619672,362.7721112603077
35,118.80704152290284,30.23324915846587
362,161.597563634115,309.8781761648544
53,226.07669823170917,36.70083151994981
125,69.30424272132204,104.47847096017153
229,249.22471751787864,278.3936193888986
107,226.15667639240527,80.63826947368466
182,29.958253490122047,106.70777307652929
71,137.24269903663685,84.95462766375842
131,373.9111002869837,192.4426564301499
61,141.8371566703467,179.46365739749527
253,301.4921573781129,335.9767893042677
21,63.86790005942103,21.68730674899095
20,-26.885187019123947,15.084874546440902
254,381.0735701568502,343.91287878115503
27,171.7178352012522,26.580510898658325
3,1.071746559660241,6.800351143226472
178,148.77873292890976,117.24609627900698
142,116.39480748594545,150.89700380887126
83,99.93876386771967,75.02686672181187
380,288.4435216595381,367.86531238342894
572,343.6620974868125,491.4226003228517
144,141.7770500620001,167.42190381608123
270,173.30180948623877,234.06616667733277
520,285.80317250692997,403.81013518006245
549,299.13535275213883,438.4153836635228
70,149.43288537496426,90.13841689730519
97,201.81610353396772,69.64355653542972
227,245.33722599380238,292.29571280203083
